store,lat,long,gpsens,trsens,traffic,sales,gp,avgprice,yoysales,yoyq,yoygp,yoyavgp,yoygc
SPRINGWOOD,-27.610716,153.123028,high,sensitive,2644,27166.61498,20185.01199,3.4551,0.0246,0.199693076,-0.0015,-0.146,-0.073909113
ST ALBANS,-37.747616,144.80001,right,sensitive,1239,12110.74312,8884.773492,3.6916,0.0456,0.261956073,0.0259,-0.1714,-0.026848851
ST CLAIR,-33.794945,150.789959,right,sensitive,1738,16755.024,12413.96987,3.6,0.0877,0.217717733,0.0684,-0.1067,0.020410882
ST IVES,-33.729961,151.159187,low,not sensitive,750,7624.51324,5637.782696,3.3322,-0.0664,0.035066667,-0.0879,-0.098,-0.246340524
ST KILDA ROAD,-37.837668,144.974933,right,not sensitive,660,5861.172844,4366.953096,3.6981,0.0682,0.204854737,0.0452,-0.1135,0.171226285
ST KILDA,-37.869247,144.977814,high,sensitive,2054,19670.55504,14611.65766,3.5377,-0.0555,0.096607966,-0.077,-0.1387,-0.097755216
ST LEONARDS,-33.824786,151.193111,low,not sensitive,788,7128.962968,5274.6776,3.2445,-0.0568,0.050388678,-0.0767,-0.102,-0.160144047
ST MARYS NORTH,-33.749569,150.776589,right,sensitive,1737,18009.08292,13317.4771,3.5307,0.0818,0.2378205,0.06,-0.1261,0.002226374
ST MARYS SOUTH,-33.782212,150.770496,right,sensitive,1838,17879.56569,13336.56519,3.6792,0.0393,0.168417479,0.0198,-0.1105,-0.013686545
ST MARYS VILLAGE,-33.768675,150.76935,low,sensitive,416,4457.212792,3304.982844,2.7829,-0.0073,0.182055262,-0.0328,-0.1602,-0.144754702
ST PETERS,-33.914261,151.178002,right,sensitive,2016,17344.87683,12883.14787,3.7339,0.021,0.092574317,-0.0029,-0.0655,-0.030909722
STAFFORD,-27.410517,153.013891,right,not sensitive,1854,19483.00469,14413.8078,3.4453,0.0185,0.106892726,-0.0111,-0.0799,-0.098890752
STANMORE,-33.889175,151.170471,right,sensitive,3327,29934.91391,22281.42096,3.8331,0.0484,0.158075623,0.0267,-0.0947,0.003253617
STANTHORPE,-28.630935,151.953877,high,not sensitive,1128,11411.0413,8455.569748,3.6483,-0.037,0.005431685,-0.0645,-0.0422,-0.103336653
STAWELL,-37.065604,142.763973,high,sensitive,1063,10153.28696,7562.030332,3.731,0.0827,0.171371481,0.0602,-0.0757,0.012930619
STRAND,-33.869237,151.206725,right,sensitive,1729,17172.83348,12754.8228,3.7151,0.0703,0.248933429,0.0403,-0.143,-0.16369001
STRATH VILLAGE,-36.775615,144.304405,low,not sensitive,1559,15327.38582,11349.34494,3.6195,-0.0426,0.070933306,-0.0697,-0.106,-0.112349317
STRATHPINE II,-27.307179,152.990776,right,sensitive,916,10908.86845,8060.542584,3.1675,-0.0785,0.051589147,-0.1016,-0.1237,-0.223132456
STUART PARK NT,-12.449588,130.840712,right,not sensitive,1617,16206.26301,12344.22608,3.9748,0.0074,0.084530464,-0.0138,-0.0711,0.003532347
SUNBURY,-37.577503,144.727908,low,sensitive,2712,23693.5266,17671.2897,3.6423,0.0519,0.178356684,0.0298,-0.1073,-0.008539765
SUNNYBANK II,-27.571317,153.061765,right,not sensitive,1472,15452.12096,11515.74612,3.5863,0.0216,0.130286193,-0.0062,-0.0962,-0.096260449
SUNSHINE MARKET PLACE,-37.784488,144.82917,right,sensitive,623,7528.62792,5547.834368,3.3376,-0.0576,0.066105021,-0.0845,-0.116,-0.155808447
SUNSHINE PLAZA,-26.654918,153.08803,right,sensitive,433,5900.381136,4396.409768,3.0234,-0.1746,-0.100063577,-0.1949,-0.0828,-0.318283861
SUNSHINE,-37.780222,144.842179,right,not sensitive,1989,18133.83497,13467.05948,3.6785,0.0499,0.188756314,0.0328,-0.1168,-0.034306536
SUTTON FOREST,-34.607658,150.225488,right,sensitive,2732,25311.09802,19200.84891,3.8809,0.0192,0.029480853,0.0128,-0.01,-0.121735233
SUTTON FOREST SOUTHBOUND,-34.607905,150.229739,low,not sensitive,2800,27614.76974,20752.16541,3.9512,0.1154,0.145376655,0.0966,-0.0262,-0.050760476
SWAN HILL,-35.338055,143.554722,right,sensitive,2289,22392.23596,16586.21707,3.7315,0.0127,0.104629662,-0.0066,-0.0832,-0.028572041
SWANSEA,-33.092446,151.636816,right,sensitive,2228,21330.73478,15921.19692,3.3597,0.0654,0.155184095,0.0523,-0.0777,-0.070711101
SWANSTON & LONSDALE,-37.811955,144.964636,high,sensitive,1331,11009.6188,8176.338532,3.4177,-0.0599,-0.074521724,-0.0743,0.0158,-0.163851397
SWANSTON STREET II,-37.816911,144.967056,right,not sensitive,2636,22623.35871,16940.78171,3.4195,0.0682,0.114145536,0.0478,-0.0413,0.014594884
SYDENHAM,-37.695262,144.754538,low,sensitive,2059,18188.07643,13542.37844,3.6206,0.0607,0.125304037,0.0451,-0.0574,0.067666282
SYDNEY AIRPORT - GATEWAY,-33.934274,151.187477,low,not sensitive,2742,24999.70828,18732.52408,3.65,0.064,0.17591208,0.039,-0.0952,-0.054300926
SYDNEY CENTRAL PLAZA,-33.870386,151.207927,right,sensitive,889,9620.159668,7190.554404,3.1866,0.0968,0.287972864,0.0729,-0.1484,-0.065161179
SYDNEY DOMESTIC TERMINAL II,-33.9364,151.179775,right,sensitive,3094,27894.03099,21028.65544,3.3347,-0.0103,0.10071354,-0.0442,-0.1008,-0.163650195
SYDNEY GATEWAY,-33.862061,151.211126,right,not sensitive,2887,28628.59002,21302.50153,3.6338,0.1203,0.258348629,0.0939,-0.1097,-0.101366605
SYLVANIA,-34.009045,151.103388,right,sensitive,1998,18431.37898,13717.14584,3.5609,-0.0052,0.061011095,-0.0202,-0.0624,-0.06724537
TAMWORTH,-31.091736,150.931635,right,sensitive,2339,22407.23795,16711.94668,3.6456,0.0185,0.088657709,-0.0076,-0.0644,0.010005209
TAMWORTH SOUTH,-31.128143,150.922264,right,sensitive,1965,19504.92447,14526.67814,3.6367,0.0506,0.100535188,0.0247,-0.0454,-0.03297592
TAMWORTH WEST,-31.160078,150.920466,low,sensitive,2600,24588.08966,18269.70226,3.71,0.0467,0.140360036,0.0219,-0.0821,0.012412952
TAREE,-31.896972,152.496266,right,sensitive,2006,19982.23342,14748.83387,3.4437,0.0482,0.126093462,0.0252,-0.0692,-0.022417777
TAREE SOUTH SERVICE CENTRE,-31.943532,152.470951,insufficient,sensitive,3475,32858.07033,24618.32578,3.488,0.105,0.200844613,0.0788,-0.0798,0.033541683
TAREN POINT,-34.028077,151.120407,insufficient,sensitive,2036,20214.3904,15259.90224,3.6187,0.0871,0.17844721,0.0676,-0.0775,-0.034032753
TAYLORS LAKES,-37.703904,144.801071,high,sensitive,1846,15769.66497,11756.0115,3.6676,0.0833,0.1707518,0.0658,-0.0747,0.100116667
TEA TREE FOOD COURT,-34.831873,138.693226,right,sensitive,628,8320.94508,6064.11542,3.0165,-0.0838,0.092149162,-0.1119,-0.1611,-0.271246965
TEA TREE PLAZA II,-34.831635,138.688408,right,not sensitive,1847,17656.23002,12955.51449,3.4967,0.0215,0.101439322,0.0014,-0.0726,-0.024360192
TEMORA,-34.440988,147.530797,right,sensitive,854,9152.958624,6827.864796,3.4994,-0.0069,0.113737805,-0.0261,-0.1084,-0.162498128
THE GAP,-27.445478,152.951579,right,sensitive,813,7814.320168,5828.92814,3.4843,-0.0228,0.04050266,-0.0422,-0.0608,-0.047875283
THE GLEN,-37.876472,145.164531,right,sensitive,310,3467.16726,2572.487128,3.1532,-0.0179,0.015783584,-0.0259,-0.0331,-0.177347844
THOMASTOWN II,-37.690292,145.027464,right,not sensitive,2440,20613.46861,15482.1023,3.8012,0.0509,0.15777437,0.0343,-0.0923,0.045384291
THOMSONS LAKE,-32.13098,115.85273,high,sensitive,3299,33420.63863,24877.15887,3.8338,0.075,0.206519217,0.0469,-0.109,0.005101807
THORNLEIGH,-33.729592,151.082522,insufficient,insufficient,5027,46574.85732,34712.38282,3.7149,0.0987,0.165020644,0.0817,-0.057,0.046039328
THORNTON,-32.795131,151.635288,high,sensitive,1936,18018.75078,13418.9791,3.5503,0.0668,0.199255268,0.0413,-0.1105,0.005838007
TINGALPA,-27.47702,153.140889,high,not sensitive,1798,17708.16021,13271.66511,3.5977,0.0833,0.212227967,0.0603,-0.1064,0.063905426
TOOMBUL II,-27.409878,153.062418,right,not sensitive,1523,15687.37134,11730.01206,3.4813,-0.0606,0.057573843,-0.0812,-0.1118,-0.162619551
TOOWONG,-27.485413,152.992616,low,not sensitive,353,3972.804408,2918.852832,3.0914,-0.0737,0.147861842,-0.1039,-0.193,-0.243702183
TOOWOOMBA,-27.560313,151.950685,right,sensitive,1362,13659.2332,10162.03223,3.5114,-0.2077,-0.107046284,-0.2338,-0.1127,-0.187568624
TOOWOOMBA SOUTH,-27.589214,151.94803,right,sensitive,2102,21504.2648,15934.97238,3.6627,-0.0793,0.00711264,-0.1097,-0.0858,-0.040259713
TOOWOOMBA WEST,-27.544794,151.924747,high,sensitive,1817,19199.43755,14256.00628,3.591,-0.0535,0.037520854,-0.0823,-0.0877,-0.063517522
TORONTO,-33.009311,151.59434,high,sensitive,1730,17000.52564,12719.31267,3.5476,0.0799,0.167362831,0.0641,-0.0749,0.02658371
TORQUAY,-38.336072,144.312664,high,sensitive,2162,20572.67153,15423.53936,3.6017,-0.0803,-0.042725162,-0.095,-0.0392,-0.088355208
TOWERHILL,-38.16634,145.136569,right,sensitive,2107,18880.45568,14044.6199,3.56,0.0782,0.193307701,0.0568,-0.0965,0.052022015
TOWNSVILLE LAKES,-19.270756,146.782512,high,sensitive,2176,22417.9595,16639.73748,3.4313,0.0014,0.130477436,-0.0246,-0.1142,-0.147243621
TOWNSVILLE NORTH SHORE,-19.25683,146.702002,right,sensitive,1870,18255.40289,13542.3159,3.6161,0.0841,0.207537625,0.0536,-0.1022,0.055535343
TOWNSVILLE RASMUSSEN,-19.364993,146.731527,right,sensitive,1164,11915.95343,8816.414396,3.4299,0.0304,0.176092602,0.0063,-0.1239,0.007418217
TOWNSVILLE STOCKLAND,-19.299138,146.76286,right,sensitive,296,4087.51312,3026.489276,2.8663,-0.0187,0.222883799,-0.0512,-0.1975,-0.186325752
TOWNSVILLE WILLOWS,-19.317291,146.727549,high,sensitive,1870,18480.86572,13766.43444,3.5392,-0.1326,-0.005283,-0.1519,-0.1281,-0.14806577
TRARALGON,-38.196256,146.540027,right,sensitive,2652,24926.64665,18626.3674,3.715,-0.2019,-0.109910538,-0.2194,-0.1034,-0.237378896
TREENDALE,-33.282575,115.743939,high,sensitive,2055,21717.17443,16257.21973,3.9736,0.1765,0.230848254,0.1559,-0.0442,0.233916199
TRINITY GARDENS,-34.915937,138.643715,right,sensitive,1390,13344.69576,9923.34354,3.7437,0.0567,0.139857246,0.0447,-0.0729,0.018405691
TUART HILL,-31.890187,115.836209,high,sensitive,2357,24093.51398,18093.62378,3.892,0.0024,0.083369757,-0.0148,-0.0748,-0.06156594
TUGGERAH FOOD COURT,-33.308779,151.411327,low,sensitive,1319,12487.84748,9158.8014,2.9962,-0.0099,0.090035626,-0.033,-0.0917,-0.129703569
TUGGERANONG ACT,-35.41549,149.069877,high,sensitive,1748,17553.37165,13038.13349,3.5677,0.0597,0.183420529,0.0429,-0.1046,-0.010682279
TULLAMARINE,-37.689602,144.88053,right,not sensitive,2769,23533.55323,17755.47783,3.7748,0.0928,0.168787988,0.0753,-0.065,0.083631594
TUMUT,-35.299643,148.223874,right,sensitive,836,8318.128296,6225.72332,3.4146,-0.006,0.137743957,-0.0191,-0.1263,-0.132034891
TWEED CENTRO II RELO,-28.172448,153.544186,right,sensitive,365,3630.675564,2679.636788,2.9813,-0.1359,-0.10598817,-0.1476,-0.0335,-0.211964082
TWEED CITY F/C II,-28.201252,153.545381,right,sensitive,549,6622.318996,4877.3655,2.8992,0.0144,0.125625612,-0.0191,-0.0988,-0.11155458
TWEED HEADS SOUTH,-28.193661,153.541125,high,sensitive,1596,15286.2745,11267.17689,3.2172,0.0716,0.250105934,0.0355,-0.1428,0.036126921
ULLADULLA,-35.366117,150.470996,right,sensitive,1978,20005.44483,14850.11012,3.3453,0.0547,0.17710232,0.0346,-0.104,-0.072826087
ULVERSTONE TAS,-41.159371,146.167401,right,sensitive,1130,12350.4219,9069.311164,3.4728,-0.0016,0.044644563,-0.0183,-0.0443,-0.058284728
UMINA,-33.520717,151.317186,right,sensitive,1873,19458.32223,14543.66428,3.427,0.0678,0.152789727,0.0484,-0.0737,-0.014797723
UPPER COOMERA,-27.853367,153.299982,right,sensitive,1694,16787.06168,12266.355,3.4044,0.018,0.137460672,-0.0168,-0.105,-0.014811017
VERMONT SOUTH,-37.857612,145.179821,right,not sensitive,1170,10476.11123,7739.953972,3.5508,-0.0122,0.026611303,-0.0258,-0.0378,-0.039908819
VICTOR HARBOR,-35.554675,138.621288,right,sensitive,1669,15641.90554,11538.81731,3.3975,0.0423,0.132625959,0.0209,-0.0797,0.071920539
VICTORIA GARDENS,-37.814441,145.010154,right,sensitive,330,3891.642196,2874.27436,3.054,-0.0945,0.032738822,-0.1202,-0.1233,-0.201413428
VICTORIA MARKETS,-37.808973,144.958434,right,not sensitive,1275,12710.92872,9399.201772,3.5065,-0.0355,0.138245144,-0.0661,-0.1527,-0.116923077
VICTORIA POINT,-27.586618,153.282668,right,not sensitive,1873,18908.20608,14058.27747,3.4771,-0.0218,0.071565761,-0.046,-0.0872,-0.077879725
VILLAWOOD II,-33.877359,150.980139,right,sensitive,2088,20870.63017,15499.2809,3.5781,0.0693,0.223212818,0.0492,-0.1258,-0.022437555
VIRGINIA,-27.37084,153.061252,high,sensitive,2364,24215.46572,17996.07498,3.4444,-0.0451,0.083515609,-0.0712,-0.1187,-0.163729675
WAGGA CENTRAL,-35.114242,147.370345,low,sensitive,267,2663.893432,1983.838728,3.1705,-0.1221,0.066983727,-0.1529,-0.1773,-0.218506642
WAGGA GLENFIELD,-35.129577,147.342105,right,sensitive,2147,21133.47976,15761.73605,3.6331,-0.016,0.103294091,-0.0358,-0.1081,-0.062205467
WAGGA KOORINGAL,-35.140777,147.375997,right,sensitive,1405,13611.59357,10210.68394,3.2908,0.0541,0.196513241,0.0319,-0.1191,0.041323386
WAGGAGGA,-35.118925,147.363474,right,sensitive,1859,17690.74506,13204.2164,3.5424,0.1526,0.270822536,0.127,-0.093,0.086943763
WAITARA,-33.709044,151.100936,right,sensitive,2207,22144.09386,16497.09692,3.7762,0.0654,0.150420897,0.0547,-0.0739,-0.067207238
WALLAN NTH,-37.402521,145.015088,right,not sensitive,2404,21433.33365,16144.57308,3.819,0.065,0.108744912,0.0426,-0.0394,-0.045911478
WALLAN STH,-37.40342,145.017078,right,not sensitive,1784,16423.96353,12316.33256,3.7995,0.0335,0.096502357,0.0094,-0.0575,-0.09489702
WANGARATTA,-36.359896,146.316683,high,sensitive,1981,19120.76851,14408.52935,3.679,-0.0868,-0.105166881,-0.0846,0.0205,-0.170276342
WANNEROO,-31.750746,115.801799,insufficient,sensitive,1558,16358.69569,12251.74346,3.828,-0.1676,-0.10522895,-0.1807,-0.0697,-0.206504571
WANTIRNA,-37.850416,145.228183,low,not sensitive,1652,14911.80362,11107.83104,3.7125,-0.0141,0.041766613,-0.0324,-0.0536,-0.066258841
WARILLA,-34.551481,150.859585,high,sensitive,3164,30503.42684,22595.14326,3.5043,0.0448,0.135729882,0.0236,-0.0801,0.010321912
WARNBRO,-32.348772,115.760345,right,sensitive,2052,21218.59448,15701.8457,3.744,0.05,0.148839066,0.025,-0.0861,0.020475874
WARNER,-27.291617,152.953085,right,not sensitive,1889,19987.3346,14738.69669,3.491,0.0542,0.148992055,0.0249,-0.0825,-0.020063307
WARNERS BAY,-32.96622,151.65314,right,sensitive,2475,23927.45604,17774.64368,3.4386,-0.0042,0.10661643,-0.0267,-0.1002,-0.012910586
WARRAGUL,-38.163333,145.930555,low,insufficient,1912,19211.94925,14337.04137,3.6573,0.0263,0.061965304,0.0064,-0.0336,0.041614124
WARRAWONG II,-34.486895,150.887137,high,sensitive,3033,29024.30205,21583.65797,3.429,0.1101,0.206616119,0.0915,-0.08,0.053982378
WARRIEWOOD,-33.694238,151.30295,right,sensitive,2103,20723.64682,15461.42736,3.5925,0.0433,0.1833228,0.0188,-0.1184,-0.058416786
WARRINGAH MALL F/C,-33.768801,151.266066,low,sensitive,697,8041.545112,6003.069508,3.05,-0.061,0.113631468,-0.0862,-0.1568,-0.209302326
WARRNAMBOOL CENTRAL,-38.381718,142.483469,right,not sensitive,2954,26083.98381,19220.05669,3.6377,0.0694,0.09974031,0.0517,-0.0276,0.022314636
WARRNAMBOOL EAST,-38.387239,142.529791,insufficient,sensitive,1662,15296.59114,11322.7724,3.7673,0.1284,0.15241693,0.1104,-0.0209,0.066836114
WARWICK ENTERTAINMENT CENTRE,-31.843389,115.807962,low,sensitive,1122,11691.561,8723.97156,3.6416,0.0042,0.102316367,-0.0155,-0.089,-0.059920161
WARWICK,-28.219298,152.033912,high,sensitive,1971,20290.90771,15007.19614,3.4335,0.0459,0.163134709,0.0121,-0.1008,-0.001160735
WATERGARDENS,-37.699373,144.77355,right,not sensitive,774,8824.315292,6614.623568,3.1817,-0.0072,0.077033146,-0.0202,-0.0782,0.063425244
WATERLOO,-33.901684,151.201622,high,sensitive,2162,19726.23212,14589.57707,3.7354,0.0356,0.133862846,0.0146,-0.0867,-0.03433278
WAURN PONDS,-38.196735,144.316679,low,not sensitive,2435,23285.51842,17171.0337,3.6377,0.0269,0.105488879,0.0084,-0.0711,-0.015452169
WAVERLEY GARDENS II,-37.935929,145.190277,right,not sensitive,595,6637.492792,4838.526912,3.1894,-0.0048,-0.008547009,-0.0137,0.0038,-0.042255595
WELLINGTON,-32.555705,148.945198,right,not sensitive,1217,11612.15021,8645.401688,3.4377,0.0615,0.140405312,0.0374,-0.0692,-0.020753707
WENDOUREE,-37.542073,143.830476,right,not sensitive,2457,22795.36604,16927.53872,3.6427,-0.0411,-0.002154774,-0.0572,-0.039,-0.065289999
WENTWORTHVILLE,-33.813526,150.958865,right,sensitive,2801,27432.33143,20308.47978,3.6632,-0.0578,0.047690094,-0.0717,-0.1007,-0.148487445
WERRIBEE PLAZA,-37.888567,144.653859,right,sensitive,668,8450.077468,6222.332788,3.259,-0.0787,0.008414025,-0.0979,-0.0864,-0.189752497
WERRIBEE,-37.903964,144.660543,right,sensitive,2058,18661.512,13765.9424,3.5909,0.0803,0.163525675,0.0594,-0.0715,0.03653489
WERRINGTON,-33.7687,150.757347,right,sensitive,1737,16496.70302,12103.15467,3.3873,0.1504,0.266146924,0.1343,-0.0914,0.027136259
WEST BEACH,-34.949876,138.518572,high,sensitive,1155,11793.8074,8631.345096,3.3145,0.0355,0.192092138,0.0062,-0.1314,-0.063464837
WEST RYDE BP,-33.808484,151.069801,right,sensitive,1359,13558.99914,10032.86652,3.5091,0.0618,0.266746891,0.0357,-0.1618,-0.067582418
WEST RYDE,-33.808818,151.084612,right,insufficient,1961,18597.33055,13755.05439,3.7018,0.0483,0.186819765,0.0312,-0.1167,-0.051805117
WEST TERRACE,-34.924438,138.589012,high,not sensitive,1512,14340.60941,10717.21545,3.657,0.0565,0.23308426,0.0359,-0.1432,-0.036680973
WESTERN RING RD EAST,-37.806233,144.806915,high,not sensitive,2728,23454.45607,17377.88808,3.6095,0.0637,0.141590636,0.0432,-0.0682,0.027831479
WESTERN RING RD WEST,-37.805071,144.803487,high,not sensitive,2584,22444.33713,16618.86012,3.573,0.0453,0.168786156,0.0271,-0.1057,-0.04338061
WESTLAKES,-34.879062,138.491871,high,sensitive,990,9853.344532,7187.910284,3.3997,0.1063,0.259225357,0.0755,-0.1215,-0.021406591
WESTMEAD,-33.798417,150.987617,right,sensitive,1914,17352.14152,12841.70092,3.5219,0.0379,0.14568504,0.0165,-0.0941,-0.031865888
WESTON ACT,-35.339589,149.05341,low,not sensitive,1774,16913.38934,12583.39606,3.7568,0.0214,0.120541633,-0.0002,-0.0885,-0.076478975
WETHERILL PARK,-33.849508,150.901873,right,sensitive,2219,21326.67408,16009.56421,3.753,0.0684,0.191781552,0.0479,-0.1035,-0.006981936
WHITFORD CITY,-31.797016,115.746886,right,sensitive,1068,12538.98695,9414.95178,3.6147,-0.0838,-0.011293157,-0.1037,-0.0733,-0.199289323
WHITTLESEA,-37.516602,145.114687,right,sensitive,1221,11606.89709,8725.551776,3.6948,-0.0434,0.049273179,-0.0593,-0.0884,-0.063074053
WHYALLA,-33.028747,137.533209,high,sensitive,1369,14192.02292,10517.36442,3.5513,0.079,0.182269698,0.0542,-0.0874,0.056873749
WILLETTON,-32.056987,115.880811,right,sensitive,1265,13615.85071,10261.04705,3.7594,0.0159,0.133468371,0.0003,-0.1037,-0.057675523
WILLIAM STREET,-31.954429,115.855777,high,sensitive,1346,13063.83416,9869.62726,3.583,-0.045,0.019520821,-0.0651,-0.0633,-0.110538973
WILLIAMTOWN,-32.81844,151.84822,high,sensitive,2551,24775.24229,18398.00926,3.5828,0.1127,0.216817254,0.0899,-0.0856,0.09042437
WINDSOR,-33.625217,150.83768,right,not sensitive,3125,30848.6049,23374.12796,3.783,0.0371,0.090496949,0.0234,-0.049,-0.026300837
WINDSOR WEST,-27.439067,153.030481,right,not sensitive,1258,11667.78388,8703.361468,3.5065,0.0225,0.151683869,-0.0043,-0.1121,-0.040450788
WINTERGARDEN II,-27.46749,153.02799,right,not sensitive,598,6164.55844,4683.388708,3.6369,-0.0032,-0.018371535,-0.0079,0.0154,-0.117993311
WISHART,-27.548383,153.108096,high,sensitive,1217,11943.83963,8875.911928,3.5799,0.0346,0.121774123,0.006,-0.0777,-0.034416549
WODEN ACT,-35.34651,149.085375,right,sensitive,603,6899.41394,5118.406948,3.3012,-0.015,-0.039116594,0.0002,0.025,-0.202658015
WODONGA HOMEMAKER,-36.13801,146.909534,low,not sensitive,2010,18811.90851,14098.12691,3.6771,-0.0163,0.036092745,-0.0279,-0.0506,-0.015009381
WODONGA,-36.127858,146.865045,right,sensitive,1478,13922.56016,10303.51742,3.6126,-0.0786,0.043433905,-0.1033,-0.117,-0.105065717
WOLLERT,-37.622733,145.029217,right,not sensitive,1349,12184.8738,9094.846508,3.7358,-0.0056,0.082385453,-0.0162,-0.0813,0.038417999
WOLLONGONG,-34.427465,150.899818,right,sensitive,2247,22006.31652,16236.52696,3.2864,0.0078,0.135914805,-0.0128,-0.1128,-0.093207547
WONTHAGGI,-38.608109,145.587002,high,sensitive,1555,15321.47937,11393.09119,3.4805,-0.0151,0.050902053,-0.0335,-0.0628,0.014783168
WOODBINE,-34.049459,150.826121,high,sensitive,2467,24089.447,17870.2742,3.4526,0.0733,0.210849833,0.0458,-0.1136,-0.023173305
WOODBRIDGE,-32.294491,115.763867,high,sensitive,1381,14803.16234,11031.02877,3.8099,0.123,0.245678087,0.0974,-0.0985,0.050048283
WOONONA,-34.340424,150.906638,high,sensitive,1805,16814.42052,12381.66192,3.4339,0.0423,0.105283094,0.0227,-0.057,-0.013237261
WOY WOY,-33.488759,151.322874,high,sensitive,2073,20657.64565,15506.19536,3.425,0.0369,0.14435391,0.0153,-0.0939,-0.089915187
WYNDHAMTERS,-37.854017,144.739196,low,insufficient,1518,14733.93244,10782.1276,3.8058,-0.0206,0.026286151,-0.0431,-0.0456,-0.027406181
WYNNUM WEST,-27.457588,153.153249,high,not sensitive,1827,17935.00912,13419.55169,3.5562,0.0679,0.177675661,0.0418,-0.0932,0.01496168
WYNYARD RAMP,-33.86593,151.2071,right,not sensitive,1681,15922.24307,11883.95596,3.5796,0.1521,0.238011429,0.1355,-0.0694,-0.082612343
WYOMING,-33.408721,151.35091,right,sensitive,1756,16535.45364,12412.56539,3.5659,0.0202,0.052607644,0.0029,-0.0308,-0.078747073
WYONG,-33.307543,151.418712,low,not sensitive,2236,21035.76358,15869.70622,3.5659,-0.043,0.088900947,-0.0623,-0.1211,-0.098363348
YALLAMBIE,-37.732885,145.084187,high,sensitive,1497,13123.53948,9734.99522,3.5772,0.0681,0.11555092,0.0564,-0.0425,0.051675896
YAMANTO,-27.662183,152.739086,low,not sensitive,2412,23048.745,17021.20508,3.469,0,0,0,0,0
YAMBA,-29.426474,153.32734,high,sensitive,1003,10375.83775,7644.44788,3.2184,0.066,0.182847114,0.0337,-0.0988,-0.016793028
YARRAVILLE II,-37.813871,144.883065,right,not sensitive,1495,12435.59512,9190.22244,3.6414,0.056,0.071042034,0.042,-0.0141,0.040710654
YARRAWONGA,-36.01969,146.003451,right,sensitive,1260,12379.0031,9292.198588,3.3758,0.0508,0.175393309,0.0359,-0.106,-0.051547492
YASS,-34.80685,148.88269,high,sensitive,2631,25424.27872,19027.22306,3.7802,-0.0022,0.044781037,-0.022,-0.0449,-0.141159555
YEPPOON,-23.132197,150.73767,right,sensitive,1250,13446.28977,10030.78618,3.2775,0,0,0,0,0
YOUNG,-34.313466,148.299701,right,sensitive,1363,13471.95533,10103.20092,3.4062,0.0528,0.215809335,0.0231,-0.1341,0.037336805
